log_text,label
KERNSTOR 1118767804 2005.06.14 R04-M0-N5-C:J08-U11 2005-06-14-09.50.04.580521 R04-M0-N5-C:J08-U11 RAS KERNEL FATAL data storage interrupt,anomaly
- 1121313981 2005.07.13 R30-M1-N3-C:J05-U11 2005-07-13-21.06.21.542589 R30-M1-N3-C:J05-U11 RAS KERNEL INFO generating core.30835,normal
- 1121902503 2005.07.20 R30-M0-NF-C:J12-U01 2005-07-20-16.35.03.214148 R30-M0-NF-C:J12-U01 RAS KERNEL INFO 8 floating point alignment exceptions,normal
- 1120917271 2005.07.09 R10-M0-NF-C:J10-U01 2005-07-09-06.54.31.659738 R10-M0-NF-C:J10-U01 RAS KERNEL INFO generating core.14593,normal
- 1121904567 2005.07.20 R32-M0-NF-C:J08-U11 2005-07-20-17.09.27.440141 R32-M0-NF-C:J08-U11 RAS KERNEL INFO 8 floating point alignment exceptions,normal
- 1117955365 2005.06.05 R25-M1-NB-C:J07-U11 2005-06-05-00.09.25.351116 R25-M1-NB-C:J07-U11 RAS KERNEL INFO generating core.1754,normal
"- 1130766813 2005.10.31 R66-M1-NA-C:J08-U01 2005-10-31-05.53.33.705075 R66-M1-NA-C:J08-U01 RAS KERNEL INFO CE sym 11, at 0x13a33060, mask 0x10",normal
- 1131125987 2005.11.04 R62-M0-N0-C:J13-U01 2005-11-04-09.39.47.826843 R62-M0-N0-C:J13-U01 RAS KERNEL INFO iar 00106b8c dear 0245cd9c,normal
"- 1127243339 2005.09.20 NULL 2005-09-20-12.08.59.318674 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",normal
- 1124547165 2005.08.20 R67-M1-NC-I:J18-U01 2005-08-20-07.12.45.193651 R67-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: generated 64 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,normal
- 1121007047 2005.07.10 R30-M1-N8-C:J02-U11 2005-07-10-07.50.47.431536 R30-M1-N8-C:J02-U11 RAS KERNEL INFO generating core.32279,normal
- 1118812348 2005.06.14 R02-M1-N0-C:J12-U11 2005-06-14-22.12.28.029993 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,normal
- 1131061815 2005.11.03 R62-M0-N0-C:J14-U01 2005-11-03-15.50.15.197418 R62-M0-N0-C:J14-U01 RAS KERNEL INFO iar 00106580 dear 045e145c,normal
KERNSTOR 1118709612 2005.06.13 R04-M1-N1-C:J06-U11 2005-06-13-17.40.12.939843 R04-M1-N1-C:J06-U11 RAS KERNEL FATAL data storage interrupt,anomaly
- 1131474340 2005.11.08 R62-M0-N9-C:J05-U11 2005-11-08-10.25.40.262784 R62-M0-N9-C:J05-U11 RAS KERNEL INFO iar 001061e8 dear 0247018c,normal
"- 1123541510 2005.08.08 R72-M0-NF 2005-08-08-15.51.50.814683 R72-M0-NF NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 07510D50DC2FFFFF0E041AB10ECF, found 04C47E30D22FFFFF0C0D1BB098E1",normal
- 1121496241 2005.07.15 R16-M1-NF-C:J06-U11 2005-07-15-23.44.01.945622 R16-M1-NF-C:J06-U11 RAS KERNEL INFO generating core.34346,normal
- 1120772084 2005.07.07 R00-M1-N9-C:J08-U11 2005-07-07-14.34.44.905899 R00-M1-N9-C:J08-U11 RAS KERNEL INFO generating core.3850,normal
- 1131058105 2005.11.03 R67-M0-N7-C:J03-U11 2005-11-03-14.48.25.979737 R67-M0-N7-C:J03-U11 RAS KERNEL INFO 640404 floating point alignment exceptions,normal
- 1133645273 2005.12.03 R77-M1-NC-I:J18-U11 2005-12-03-13.27.53.813641 R77-M1-NC-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/p/gb/rfisher/StirTurbDirect/16) failed: No such file or directory,normal
- 1121007026 2005.07.10 R31-M1-N8-C:J11-U11 2005-07-10-07.50.26.460281 R31-M1-N8-C:J11-U11 RAS KERNEL INFO generating core.11829,normal
KERNMNTF 1125030902 2005.08.25 R20-M1-N8-I:J18-U11 2005-08-25-21.35.02.771504 R20-M1-N8-I:J18-U11 RAS KERNEL FATAL Lustre mount FAILED : bglio269 : block_id : location,anomaly
- 1119806994 2005.06.26 R00-M0-N6-C:J05-U01 2005-06-26-10.29.54.915538 R00-M0-N6-C:J05-U01 RAS KERNEL INFO instruction address: 0x0062fe04,normal
- 1121902503 2005.07.20 R25-M1-N7-C:J09-U01 2005-07-20-16.35.03.990425 R25-M1-N7-C:J09-U01 RAS KERNEL INFO 8 floating point alignment exceptions,normal
- 1121311213 2005.07.13 R30-M1-N2-C:J04-U01 2005-07-13-20.20.13.472970 R30-M1-N2-C:J04-U01 RAS KERNEL INFO generating core.14407,normal
- 1135631636 2005.12.26 R73-M1-N4-I:J18-U01 2005-12-26-13.13.56.387352 R73-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: generated 64 core files for program /g/g12/rfisher/FLASH3/object/flash3,normal
"APPSEV 1134631106 2005.12.14 R31-M1-N8-I:J18-U11 2005-12-14-23.18.26.972077 R31-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:50279, Link has been severed",anomaly
- 1120969134 2005.07.09 R37-M1-NB-C:J04-U01 2005-07-09-21.18.54.553395 R37-M1-NB-C:J04-U01 RAS KERNEL INFO generating core.10499,normal
- 1121311157 2005.07.13 R25-M0-NB-C:J05-U01 2005-07-13-20.19.17.287599 R25-M0-NB-C:J05-U01 RAS KERNEL INFO generating core.10411,normal
- 1125222506 2005.08.28 R46-M1-NB-C:J17-U01 2005-08-28-02.48.26.762035 R46-M1-NB-C:J17-U01 RAS KERNEL INFO 36427436 double-hummer alignment exceptions,normal
"APPSEV 1134573505 2005.12.14 R17-M1-N0-I:J18-U11 2005-12-14-07.18.25.931406 R17-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:45826, Link has been severed",anomaly
- 1121901557 2005.07.20 R07-M1-N8-C:J10-U01 2005-07-20-16.19.17.358996 R07-M1-N8-C:J10-U01 RAS KERNEL INFO 8 floating point alignment exceptions,normal
- 1120469728 2005.07.04 R34-M0-NA-C:J12-U01 2005-07-04-02.35.28.665587 R34-M0-NA-C:J12-U01 RAS KERNEL INFO generating core.2181,normal
KERNDTLB 1118541338 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-18.55.38.319600 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1122165896 2005.07.23 R13-M0-N2-C:J07-U01 2005-07-23-17.44.56.903827 R13-M0-N2-C:J07-U01 RAS KERNEL INFO generating core.5622,normal
KERNMNTF 1125552544 2005.08.31 R11-M0-N8-I:J18-U01 2005-08-31-22.29.04.262322 R11-M0-N8-I:J18-U01 RAS KERNEL FATAL Lustre mount FAILED : bglio154 : point /p/gb1,anomaly
KERNRTSP 1118773028 2005.06.14 R26-M0-NC-C:J13-U01 2005-06-14-11.17.08.195757 R26-M0-NC-C:J13-U01 RAS KERNEL FATAL rts panic! - stopping execution,anomaly
- 1122579218 2005.07.28 R30-M0-N7-C:J16-U01 2005-07-28-12.33.38.884985 R30-M0-N7-C:J16-U01 RAS KERNEL INFO generating core.64,normal
- 1121902582 2005.07.20 R15-M1-N5-C:J16-U11 2005-07-20-16.36.22.210828 R15-M1-N5-C:J16-U11 RAS KERNEL INFO 8 floating point alignment exceptions,normal
- 1122576522 2005.07.28 R25-M1-N7-C:J16-U01 2005-07-28-11.48.42.054646 R25-M1-N7-C:J16-U01 RAS KERNEL INFO generating core.4296,normal
KERNDTLB 1118537269 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-17.47.49.488780 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1121597841 2005.07.17 R36-M0-N3-C:J17-U01 2005-07-17-03.57.21.451637 R36-M0-N3-C:J17-U01 RAS KERNEL INFO generating core.4816,normal
KERNTERM 1124265074 2005.08.17 R66-M0-NC-C:J16-U01 2005-08-17-00.51.14.740397 R66-M0-NC-C:J16-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1001,anomaly
KERNDTLB 1118544394 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.46.34.674823 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1121308472 2005.07.13 R33-M0-N3-C:J15-U11 2005-07-13-19.34.32.241588 R33-M0-N3-C:J15-U11 RAS KERNEL INFO generating core.23536,normal
- 1122147290 2005.07.23 R00-M1-N5-C:J17-U11 2005-07-23-12.34.50.619309 R00-M1-N5-C:J17-U11 RAS KERNEL INFO 15 floating point alignment exceptions,normal
"- 1123677992 2005.08.10 R63-M1-NE-C:J09-U01 2005-08-10-05.46.32.842126 R63-M1-NE-C:J09-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 15, bit 5",normal
- 1133454718 2005.12.01 R50-M1-NF-C:J09-U01 2005-12-01-08.31.58.731836 R50-M1-NF-C:J09-U01 RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,normal
KERNDTLB 1118548932 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.02.12.372440 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1120935034 2005.07.09 R07-M0-NF-C:J15-U01 2005-07-09-11.50.34.868822 R07-M0-NF-C:J15-U01 RAS KERNEL INFO generating core.9792,normal
- 1121598131 2005.07.17 R27-M1-N1-C:J13-U11 2005-07-17-04.02.11.658395 R27-M1-N1-C:J13-U11 RAS KERNEL INFO generating core.15097,normal
- 1130052573 2005.10.23 R20-M0-ND-C:J13-U11 2005-10-23-00.29.33.067312 R20-M0-ND-C:J13-U11 RAS KERNEL FATAL machine check status register: 0x82000000,normal
- 1118770117 2005.06.14 R26-M1-N4-C:J16-U01 2005-06-14-10.28.37.029312 R26-M1-N4-C:J16-U01 RAS KERNEL FATAL data store interrupt caused by icbi.........0,normal
"- 1133448306 2005.12.01 R72-M0-N7-C:J14-U01 2005-12-01-06.45.06.594331 R72-M0-N7-C:J14-U01 RAS KERNEL INFO 10768 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",normal
- 1121493956 2005.07.15 R37-M1-NA-C:J11-U11 2005-07-15-23.05.56.462291 R37-M1-NA-C:J11-U11 RAS KERNEL INFO generating core.22133,normal
- 1127250909 2005.09.20 R21-M1-NE 2005-09-20-14.15.09.247295 R21-M1-NE NULL DISCOVERY SEVERE Can not get assembly information for node card,normal
"- 1133458356 2005.12.01 R00-M0-N0-C:J09-U01 2005-12-01-09.32.36.981213 R00-M0-N0-C:J09-U01 RAS KERNEL INFO 720 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",normal
- 1120216634 2005.07.01 R20-M1-N4-C:J13-U11 2005-07-01-04.17.14.696169 R20-M1-N4-C:J13-U11 RAS KERNEL INFO generating core.1149,normal
"- 1133455061 2005.12.01 R52-M0-NF-C:J02-U01 2005-12-01-08.37.41.244147 R52-M0-NF-C:J02-U01 RAS KERNEL INFO 10636 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",normal
- 1120935633 2005.07.09 R02-M0-N0-C:J10-U11 2005-07-09-12.00.33.606586 R02-M0-N0-C:J10-U11 RAS KERNEL INFO generating core.8101,normal
KERNDTLB 1118542991 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.23.11.776079 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1119725457 2005.06.25 R33-M0-N2-C:J11-U11 2005-06-25-11.50.57.051398 R33-M0-N2-C:J11-U11 RAS KERNEL INFO generating core.47093,normal
"APPSEV 1132234406 2005.11.17 R41-M0-NC-I:J18-U01 2005-11-17-05.33.26.920108 R41-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43789, Link has been severed",anomaly
- 1120093892 2005.06.29 R12-M1-N3-C:J15-U11 2005-06-29-18.11.32.319927 R12-M1-N3-C:J15-U11 RAS KERNEL INFO critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire,normal
- 1119695744 2005.06.25 R30-M1-N4-C:J08-U01 2005-06-25-03.35.44.699722 R30-M1-N4-C:J08-U01 RAS KERNEL INFO 255172167 double-hummer alignment exceptions,normal
- 1122579146 2005.07.28 R34-M1-N3-C:J03-U11 2005-07-28-12.32.26.531102 R34-M1-N3-C:J03-U11 RAS KERNEL INFO generating core.15091,normal
KERNTERM 1126219419 2005.09.08 R63-M0-NE-C:J04-U11 2005-09-08-15.43.39.894018 R63-M0-NE-C:J04-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004,anomaly
- 1121172844 2005.07.12 R17-M1-N3-C:J10-U11 2005-07-12-05.54.04.079497 R17-M1-N3-C:J10-U11 RAS KERNEL INFO generating core.3497,normal
- 1118773151 2005.06.14 R24-M0-NC-C:J05-U01 2005-06-14-11.19.11.418482 R24-M0-NC-C:J05-U01 RAS KERNEL FATAL floating pt ex mode 0 enable......0,normal
- 1131061850 2005.11.03 R64-M1-N0-C:J12-U01 2005-11-03-15.50.50.657701 R64-M1-N0-C:J12-U01 RAS KERNEL INFO iar 00106534 dear 045e145c,normal
- 1131579910 2005.11.09 R62-M0-N6-C:J09-U11 2005-11-09-15.45.10.873517 R62-M0-N6-C:J09-U11 RAS KERNEL INFO iar 001067c4 dear 0246ddcc,normal
- 1118771330 2005.06.14 R26-M1-N6-C:J05-U11 2005-06-14-10.48.50.700021 R26-M1-N6-C:J05-U11 RAS KERNEL FATAL floating pt ex mode 1 enable......0,normal
"- 1127264601 2005.09.20 R12-M0-N8-I:J18-U11 2005-09-20-18.03.21.980394 R12-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /home/yates//broadcast.rts: invalid or missing program image, No such file or directory",normal
- 1134646443 2005.12.15 R16-M0-NE-C:J03-U01 2005-12-15-03.34.03.843919 R16-M0-NE-C:J03-U01 RAS KERNEL INFO total of 134 ddr error(s) detected and corrected over 13532 seconds,normal
KERNSTOR 1118765313 2005.06.14 R16-M1-N5-C:J06-U11 2005-06-14-09.08.33.998479 R16-M1-N5-C:J06-U11 RAS KERNEL FATAL data storage interrupt,anomaly
- 1118770451 2005.06.14 R27-M0-N2-C:J12-U11 2005-06-14-10.34.11.924503 R27-M0-N2-C:J12-U11 RAS KERNEL FATAL program interrupt: fp cr update.............0,normal
- 1121408420 2005.07.14 R01-M0-N4-I:J18-U01 2005-07-14-23.20.20.547703 R01-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Z coordinate 32 exceeds physical dimension 32 at line 33 of node map file /home/pakin1/comms-conc/xyzt-1x1x32768x1.map,normal
- 1131693223 2005.11.10 R63-M0-N4-C:J05-U11 2005-11-10-23.13.43.347810 R63-M0-N4-C:J05-U11 RAS KERNEL INFO iar 00106ad4 dear 0248b7fc,normal
- 1121308152 2005.07.13 R34-M0-N4-C:J17-U11 2005-07-13-19.29.12.577240 R34-M0-N4-C:J17-U11 RAS KERNEL INFO generating core.17652,normal
"- 1127264897 2005.09.20 R37-M1-NC-I:J18-U01 2005-09-20-18.08.17.755281 R37-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/performance/MINIBEN//torus-latency.rts: invalid or missing program image, No such file or directory",normal
- 1122580719 2005.07.28 R20-M0-NB-C:J16-U11 2005-07-28-12.58.39.814283 R20-M0-NB-C:J16-U11 RAS KERNEL INFO generating core.14360,normal
- 1122579944 2005.07.28 R26-M1-N1-C:J02-U11 2005-07-28-12.45.44.929327 R26-M1-N1-C:J02-U11 RAS KERNEL INFO generating core.3931,normal
- 1131059268 2005.11.03 R67-M0-N6-C:J04-U01 2005-11-03-15.07.48.382656 R67-M0-N6-C:J04-U01 RAS KERNEL INFO iar 00106228 dear 0244c21c,normal
KERNSTOR 1118765243 2005.06.14 R00-M1-N3-C:J12-U11 2005-06-14-09.07.23.819582 R00-M1-N3-C:J12-U11 RAS KERNEL FATAL data storage interrupt,anomaly
- 1122431640 2005.07.26 R11-M1-N1-C:J02-U11 2005-07-26-19.34.00.787693 R11-M1-N1-C:J02-U11 RAS KERNEL INFO generating core.15531,normal
- 1121903639 2005.07.20 R36-M0-NA-C:J11-U01 2005-07-20-16.53.59.021255 R36-M0-NA-C:J11-U01 RAS KERNEL INFO 8 floating point alignment exceptions,normal
- 1131408826 2005.11.07 R63-M0-N3-C:J12-U11 2005-11-07-16.13.46.328497 R63-M0-N3-C:J12-U11 RAS KERNEL INFO iar 00105e84 dear 0245a3bc,normal
KERNSTOR 1118709854 2005.06.13 R07-M1-N0-C:J14-U11 2005-06-13-17.44.14.848625 R07-M1-N0-C:J14-U11 RAS KERNEL FATAL data storage interrupt,anomaly
"- 1133052108 2005.11.26 R03-M0-N8-C:J16-U01 2005-11-26-16.41.48.711237 R03-M0-N8-C:J16-U01 RAS KERNEL INFO CE sym 11, at 0x193c1c20, mask 0x08",normal
KERNDTLB 1118557026 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-23.17.06.195541 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
"- 1130249717 2005.10.25 R43-M1-N6-C:J05-U11 2005-10-25-07.15.17.014262 R43-M1-N6-C:J05-U11 RAS KERNEL INFO CE sym 26, at 0x02292960, mask 0x02",normal
- 1120939850 2005.07.09 R37-M0-N6-C:J03-U01 2005-07-09-13.10.50.945167 R37-M0-N6-C:J03-U01 RAS KERNEL INFO generating core.42711,normal
"- 1117846853 2005.06.03 R16-M1-N2-C:J17-U01 2005-06-03-18.00.53.386119 R16-M1-N2-C:J17-U01 RAS KERNEL INFO CE sym 2, at 0x0b85fa80, mask 0x0a",normal
KERNDTLB 1118550087 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.21.27.042438 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1120788379 2005.07.07 R26-M0-NE-C:J15-U01 2005-07-07-19.06.19.376688 R26-M0-NE-C:J15-U01 RAS KERNEL INFO generating core.58972,normal
- 1124131961 2005.08.15 R17-M0-NC-I:J18-U01 2005-08-15-11.52.41.826912 R17-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: Missing or invalid fields on line 1 of node map file /home/auselton/bgl/mapfiles/bgl.128mps.f64.map,normal
APPSEV 1124725202 2005.08.22 R45-M0-N4-I:J18-U01 2005-08-22-08.40.02.648536 R45-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:49195: Link has been severed,anomaly
KERNSTOR 1118765266 2005.06.14 R12-M0-N9-C:J17-U11 2005-06-14-09.07.46.621384 R12-M0-N9-C:J17-U11 RAS KERNEL FATAL data storage interrupt,anomaly
- 1118813321 2005.06.14 R02-M1-N0-C:J12-U11 2005-06-14-22.28.41.243933 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,normal
- 1120094232 2005.06.29 R35-M1-N7-C:J15-U11 2005-06-29-18.17.12.230250 R35-M1-N7-C:J15-U11 RAS KERNEL INFO 344040 double-hummer alignment exceptions,normal
- 1120748620 2005.07.07 R24-M1-NC-C:J10-U01 2005-07-07-08.03.40.741438 R24-M1-NC-C:J10-U01 RAS KERNEL INFO total of 13 ddr error(s) detected and corrected,normal
- 1121442089 2005.07.15 R05-M1-N7-C:J17-U01 2005-07-15-08.41.29.252791 R05-M1-N7-C:J17-U01 RAS KERNEL INFO generating core.6256,normal
- 1118859628 2005.06.15 R02-M1-N0-C:J12-U11 2005-06-15-11.20.28.344632 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,normal
- 1120786988 2005.07.07 R30-M1-N4-C:J04-U01 2005-07-07-18.43.08.968156 R30-M1-N4-C:J04-U01 RAS KERNEL INFO generating core.59543,normal
- 1120957091 2005.07.09 R05-M0-N0-C:J10-U11 2005-07-09-17.58.11.964941 R05-M0-N0-C:J10-U11 RAS KERNEL INFO generating core.2029,normal
- 1117977212 2005.06.05 R37-M1-N5-C:J16-U11 2005-06-05-06.13.32.084889 R37-M1-N5-C:J16-U11 RAS KERNEL INFO generating core.4776,normal
- 1131148507 2005.11.04 R63-M0-N4-C:J09-U01 2005-11-04-15.55.07.285406 R63-M0-N4-C:J09-U01 RAS KERNEL INFO iar 00106214 dear 02f75cdc,normal
KERNDTLB 1118535833 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-17.23.53.226605 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNMNTF 1126639823 2005.09.13 R66-M1-NC-I:J18-U01 2005-09-13-12.30.23.767185 R66-M1-NC-I:J18-U01 RAS KERNEL FATAL Lustre mount FAILED : bglio880 : point /p/gb1,anomaly
- 1120261117 2005.07.01 R20-M1-NC-C:J13-U01 2005-07-01-16.38.37.535671 R20-M1-NC-C:J13-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions,normal
APPSEV 1123916167 2005.08.12 R32-M0-N0-I:J18-U01 2005-08-12-23.56.07.849471 R32-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after VERSION_MESSAGE on CioStream socket to 172.16.96.116:53418: Link has been severed,anomaly
"KERNREC 1131499523 2005.11.08 R62-M0-N2-C:J12-U11 2005-11-08-17.25.23.553231 R62-M0-N2-C:J12-U11 RAS KERNEL FATAL Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00589370 90990003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",anomaly
KERNDTLB 1118555310 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.48.30.102911 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNSTOR 1118767993 2005.06.14 R21-M1-N8-C:J04-U01 2005-06-14-09.53.13.660603 R21-M1-N8-C:J04-U01 RAS KERNEL FATAL data storage interrupt,anomaly
KERNTERM 1124351740 2005.08.18 R75-M0-NB-C:J16-U01 2005-08-18-00.55.40.199298 R75-M0-NB-C:J16-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1002,anomaly
- 1121308784 2005.07.13 R23-M0-N4-C:J15-U11 2005-07-13-19.39.44.076011 R23-M0-N4-C:J15-U11 RAS KERNEL INFO generating core.10236,normal
- 1122430499 2005.07.26 R33-M1-ND-C:J16-U11 2005-07-26-19.14.59.739476 R33-M1-ND-C:J16-U11 RAS KERNEL INFO generating core.52016,normal
- 1118766077 2005.06.14 R05-M0-N4-C:J15-U11 2005-06-14-09.21.17.806711 R05-M0-N4-C:J15-U11 RAS KERNEL FATAL instruction address: 0x00004ed8,normal
- 1118852402 2005.06.15 R02-M1-N0-C:J12-U11 2005-06-15-09.20.02.664184 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,normal
"KERNREC 1132111252 2005.11.15 R56-M1-ND-C:J12-U01 2005-11-15-19.20.52.921536 R56-M1-ND-C:J12-U01 RAS KERNEL FATAL Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=009756d5 8bfa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",anomaly
- 1120955701 2005.07.09 R32-M1-N4-C:J02-U11 2005-07-09-17.35.01.067570 R32-M1-N4-C:J02-U11 RAS KERNEL INFO generating core.14295,normal
- 1122576923 2005.07.28 R20-M0-N6-C:J12-U11 2005-07-28-11.55.23.241403 R20-M0-N6-C:J12-U11 RAS KERNEL INFO generating core.12381,normal
- 1122578124 2005.07.28 R30-M0-NF-C:J09-U11 2005-07-28-12.15.24.188768 R30-M0-NF-C:J09-U11 RAS KERNEL INFO generating core.50,normal
- 1122143222 2005.07.23 R14-M0-NE-C:J17-U01 2005-07-23-11.27.02.784968 R14-M0-NE-C:J17-U01 RAS KERNEL INFO generating core.6228,normal
- 1118769817 2005.06.14 R27-M1-N1-C:J03-U11 2005-06-14-10.23.37.977742 R27-M1-N1-C:J03-U11 RAS KERNEL FATAL program interrupt: trap instruction.........0,normal
- 1131059621 2005.11.03 R66-M1-N2-C:J05-U01 2005-11-03-15.13.41.708904 R66-M1-N2-C:J05-U01 RAS KERNEL INFO iar 00106210 dear 0244c26c,normal
"- 1133447730 2005.12.01 R05-M1-N9-C:J04-U11 2005-12-01-06.35.30.521772 R05-M1-N9-C:J04-U11 RAS KERNEL INFO 10668 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",normal
- 1120968553 2005.07.09 R25-M0-N4-C:J04-U11 2005-07-09-21.09.13.113313 R25-M0-N4-C:J04-U11 RAS KERNEL INFO generating core.25823,normal
- 1131129688 2005.11.04 R62-M0-NA-C:J09-U11 2005-11-04-10.41.28.444191 R62-M0-NA-C:J09-U11 RAS KERNEL INFO iar 00106378 dear 02f76f5c,normal
APPSEV 1128641331 2005.10.06 R47-M1-N4-I:J18-U01 2005-10-06-16.28.51.795419 R47-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:40092: Link has been severed,anomaly
KERNDTLB 1118552532 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.02.12.073173 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
"APPRES 1132613768 2005.11.21 R35-M1-N4-I:J18-U01 2005-11-21-14.56.08.399586 R35-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40841, Connection reset by peer",anomaly
- 1118773610 2005.06.14 R21-M1-N6-C:J09-U01 2005-06-14-11.26.50.370810 R21-M1-N6-C:J09-U01 RAS KERNEL FATAL instruction address space.........0,normal
- 1122403353 2005.07.26 R06-M0-N2-C:J15-U11 2005-07-26-11.42.33.959485 R06-M0-N2-C:J15-U11 RAS KERNEL INFO generating core.380,normal
- 1122133450 2005.07.23 R26-M0-NC-C:J14-U01 2005-07-23-08.44.10.544101 R26-M0-NC-C:J14-U01 RAS KERNEL INFO generating core.14092,normal
KERNMNTF 1125554093 2005.08.31 R12-M0-NC-I:J18-U11 2005-08-31-22.54.53.566984 R12-M0-NC-I:J18-U11 RAS KERNEL FATAL Lustre mount FAILED : bglio171 : point /p/gb1,anomaly
KERNMNTF 1125889053 2005.09.04 R70-M0-NC-I:J18-U01 2005-09-04-19.57.33.041973 R70-M0-NC-I:J18-U01 RAS KERNEL FATAL Lustre mount FAILED : bglio908 : point /p/gb1,anomaly
- 1118770888 2005.06.14 R20-M1-N1-C:J02-U01 2005-06-14-10.41.28.964520 R20-M1-N1-C:J02-U01 RAS KERNEL FATAL data store interrupt caused by icbi.........0,normal
- 1119695001 2005.06.25 R21-M0-N5-C:J09-U11 2005-06-25-03.23.21.633816 R21-M0-N5-C:J09-U11 RAS KERNEL INFO 742872480 double-hummer alignment exceptions,normal
"- 1133455499 2005.12.01 R40-M1-N1-C:J08-U11 2005-12-01-08.44.59.487396 R40-M1-N1-C:J08-U11 RAS KERNEL INFO 10740 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",normal
